A1	A	Done (15.291s)	t_burst=28.1s	cpu_burst=31.4s
B5	B	Done (16.018s)	t_burst=26.0s	cpu_burst=28.6s
A5	A	Done (16.126s)	t_burst=25.7s	cpu_burst=31.7s
B5	B	Done (15.020s)	t_burst=24.4s	cpu_burst=27.2s
A5	A	Done (15.292s)	t_burst=27.1s	cpu_burst=32.7s
B5	B	Done (15.888s)	t_burst=24.1s	cpu_burst=28.6s
