A1	A	Done (15.440s)	t_burst=27.7s	cpu_burst=34.0s
B2	B	Done (16.636s)	t_burst=29.2s	cpu_burst=35.2s
A3	A	Done (16.277s)	t_burst=29.1s	cpu_burst=30.6s
B4	B	Done (15.916s)	t_burst=26.5s	cpu_burst=31.4s
A5	A	Done (15.471s)	t_burst=26.6s	cpu_burst=32.4s
B6	B	Done (16.714s)	t_burst=27.6s	cpu_burst=31.5s
