A1	A	Done (14.969s)	t_burst=26.5s	cpu_burst=28.5s	rss=1430MB	maxpause=101.497ms
B2	B	Done (16.285s)	t_burst=25.1s	cpu_burst=29.6s	rss=1305MB	maxpause=114.744ms
A3	A	Done (15.787s)	t_burst=23.5s	cpu_burst=29.1s	rss=1197MB	maxpause=83.866ms
B4	B	Done (15.385s)	t_burst=27.1s	cpu_burst=29.2s	rss=1340MB	maxpause=98.089ms
A5	A	Done (15.652s)	t_burst=24.0s	cpu_burst=28.5s	rss=1134MB	maxpause=86.924ms
B6	B	Done (17.796s)	t_burst=24.5s	cpu_burst=29.8s	rss=1288MB	maxpause=144.857ms
