p1_A	A	Done (13.341s)	mapped=6
p2_B	B	Done (16.606s)	mapped=3
p3_B	B	Done (16.929s)	mapped=3
p4_A	A	Done (13.136s)	mapped=6
p5_A	A	Done (13.208s)	mapped=6
p6_B	B	Done (16.394s)	mapped=3
