== BUDGET oracle FAKE (contract-emulating fake, budgeted scratch) ==
mode	FAKE native (counting stub) + BUDGETED scratch (TASK-64 variant C)
stream	d	call	naiveOps	capOps	expA/expR	actA/actR	capCheck	result
S3-MIX	63	107	258	36992	129/129	129/129	capOK	PASS
S3-MIX	63	108	514	36992	257/257	257/257	capOK	PASS
S3-MIX	63	109	512	36992	0/512	0/512	capOK	PASS
S3-MIX	63	110	506	36992	253/253	253/253	capOK	PASS
S3-MIX	63	111	254	36992	127/127	127/127	capOK	PASS
S3-MIX	63	112	506	36992	253/253	253/253	capOK	PASS
S3-MIX	63	113	512	36992	512/0	512/0	capOK	PASS
S3-MIX	63	114	514	36992	257/257	257/257	capOK	PASS
S3-MIX	63	115	258	36992	129/129	129/129	capOK	PASS
S3-MIX	63	116	514	36992	257/257	257/257	capOK	PASS
S3-MIX	63	117	512	36992	0/512	0/512	capOK	PASS
S3-MIX	63	118	506	36992	253/253	253/253	capOK	PASS
S3-MIX	63	119	254	36992	127/127	127/127	capOK	PASS
S3-MIX	63	120	506	36992	253/253	253/253	capOK	PASS
S3-MIX	63	121	512	36992	512/0	512/0	capOK	PASS
S3-MIX	63	122	514	36992	257/257	257/257	capOK	PASS
S3-MIX	63	123	258	36992	129/129	129/129	capOK	PASS
S3-MIX	63	124	514	36992	257/257	257/257	capOK	PASS
S3-MIX	63	125	512	36992	0/512	0/512	capOK	PASS
S3-MIX	63	126	506	36992	253/253	253/253	capOK	PASS
S3-MIX	63	127	254	36992	127/127	127/127	capOK	PASS
S3-MIX	63	128	506	36992	253/253	253/253	capOK	PASS
S3-MIX	255	1	2048	591872	2048/0	2048/0	capOK	PASS
S3-MIX	255	2	2050	591872	1025/1025	1025/1025	capOK	PASS
S3-MIX	255	3	1026	591872	513/513	513/513	capOK	PASS
S3-MIX	255	4	2050	591872	1025/1025	1025/1025	capOK	PASS
S3-MIX	255	5	2048	591872	0/2048	0/2048	capOK	PASS
S3-MIX	255	6	2042	591872	1021/1021	1021/1021	capOK	PASS
S3-MIX	255	7	1022	591872	511/511	511/511	capOK	PASS
S3-MIX	255	8	2042	591872	1021/1021	1021/1021	capOK	PASS
S3-MIX	511	1	4096	2367488	4096/0	4096/0	capOK	PASS
S3-MIX	511	2	4098	2367488	2049/2049	2049/2049	capOK	PASS
S3-MIX	511	3	2050	2367488	1025/1025	1025/1025	capOK	PASS
S3-MIX	511	4	4098	2367488	2049/2049	2049/2049	capOK	PASS
SUMMARY	S1-MOVE	calls=64	pass=64	fail=0	minCapOps=36992	maxNaiveOps=506
SUMMARY	S2-RESIZE	calls=64	pass=64	fail=0	minCapOps=36992	maxNaiveOps=512
SUMMARY	S3-MIX	calls=140	pass=140	fail=0	minCapOps=36992	maxNaiveOps=4098
REPLAY	REALwindow	iters=9996	meanNaiveOps=644.99	meanRadius=64.45	minR=42	maxR=88	benchReported=645
REPLAY	REALwindow	iters=10003	meanNaiveOps=644.94	meanRadius=64.44	minR=42	maxR=88	benchReported=645
REPLAY	REALwindow	iters=10010	meanNaiveOps=644.84	meanRadius=64.44	minR=42	maxR=88	benchReported=645
REPLAY	FAKEwindow	iters=52108	meanNaiveOps=374.30	meanRadius=37.34	minR=1	maxR=91	benchReported=374
parityCalls=268	parityPass=268	failures=0	mode=REAL
TASK-30 VERDICT: PARITY
