R1	R0=1114MB	R1=1175MB	R2=1334MB	R3=1178	verdict=PASS-LAZY	heap@add=659M->336M(738M)	heap@remove_end=396M->396M(912M)	heap@final=238M->237M(797M)
R2	R0=1261MB	R1=1312MB	R2=1310MB	R3=NA	verdict=PASS	heap@add=763M->346M(855M)	heap@remove_end=407M->407M(855M)	heap@final=NA
