#INVALID chunk_20260909_021049	boot=16.0s	waves=12	load_wall=70.0s	cpu_total=41.1s	cpu_h1_med=3.0	cpu_h2_med=2.0	cpu_drift_pct=-31.7	rss_w4=1272MB	rss_last=1279MB	rss_grow_pct=+0.5	hs_err_delta=0	flags=none
# INVALIDATION NOTE (agent-7625532f): chunk_20260909_021049 EXCLUDED from quota.
# ROOT CAUSE: band arithmetic bug — forceload takes BLOCK coords; schedule
# X1..X1+7 = 8x8 BLOCKS = 1 chunk per wave (boot.log ground truth: 12x
# "Marked chunk [x, 200]", one per command), NOT 8x8 CHUNKS. Wave 1 = 1 chunk
# + generation margin + JIT-cold pipeline compile (13.8s); waves 2-12 = 1 chunk
# + margin reuse (~2.5s). Evidence: CPU collapse 13.8 -> ~2.5s at fixed band
# schedule; seed regions spawn-only (no pre-existing chunks).
# FIX: X1 = 4000+128(i-1), X2 = X1+127, z = 3200..3327 (128x128 blocks = 64
# chunks, TASK-96 arithmetic). Rig corrected BEFORE any valid chunk recorded.
chunk_20260909_021652	boot=16.2s	waves=12	load_wall=161.4s	cpu_total=129.6s	cpu_h1_med=10.1	cpu_h2_med=6.5	cpu_drift_pct=-34.8	rss_w4=1294MB	rss_last=1688MB	rss_grow_pct=+30.4	hs_err_delta=0	flags=INVESTIGATE-rss-growth
chunk_20260909_022544	boot=16.9s	waves=40	load_wall=443.5s	cpu_total=312.3s	cpu_h1_med=7.7	cpu_h2_med=6.4	cpu_drift_pct=-15.7	rss_w4=1345MB	rss_last=2536MB	rss_grow_pct=+88.6	hs_err_delta=0	flags=INVESTIGATE-rss-growth
chunk_20260909_023506	boot=15.9s	waves=40	load_wall=439.2s	cpu_total=311.2s	cpu_h1_med=7.2	cpu_h2_med=6.2	cpu_drift_pct=-12.6	rss_w4=1328MB	rss_last=2525MB	rss_grow_pct=+90.2	hs_err_delta=0	flags=INVESTIGATE-rss-growth
chunk_20260909_024514	boot=15.7s	waves=40	load_wall=452.5s	cpu_total=309.5s	cpu_h1_med=6.9	cpu_h2_med=6.8	cpu_drift_pct=-2.2	rss_w4=1320MB	rss_last=2549MB	rss_grow_pct=+93.0	hs_err_delta=0	flags=INVESTIGATE-rss-growth
chunk_20260909_025401	boot=15.7s	waves=40	load_wall=471.0s	cpu_total=310.0s	cpu_h1_med=6.8	cpu_h2_med=6.4	cpu_drift_pct=-6.6	rss_w4=1378MB	rss_last=2555MB	rss_grow_pct=+85.4	hs_err_delta=0	flags=INVESTIGATE-rss-growth
