tag run     port    pid     t0_epoch        primary_s       secondary_s     paper_done_s    rss_primary_kb  hwm_kb  outcome anomalies
B45K	1	26101	18017	1788814998	3.03	30.22	26.616s	1218584	1218592	OK	anom=4;0 symbols unresolved
