tag run     port    pid     t0_epoch        primary_s       secondary_s     paper_done_s    rss_primary_kb  hwm_kb  outcome anomalies
A45K	1	26101	13300	1788813997	-	-	-	-	-	NO_MARKER	anom=0;
A45K	1	26101	13447	1788814074	3.06	29.43	25.972s	1219472	1219480	OK	anom=4;0 symbols unresolved
