A1	A	boot_wall=15.070s	t_burst=22.5s	cpu_burst=26.7s	rss=1250MB	maxpause=109.735ms
B2	B	boot_wall=15.927s	t_burst=26.1s	cpu_burst=29.7s	rss=1326MB	maxpause=97.565ms
