R1	R0=889MB	R1=945MB	R2=957MB	R3=NA	verdict=PASS	heap@base=used=386048K committed=557056K,	heap@add=used=463083K committed=560128K,	heap@remove_end=used=361514K committed=565248K,	heap@final=NA
R2	R0=877MB	R1=930MB	R2=969MB	R3=974	verdict=FAIL-leak-signature	heap@base=used=451072K committed=542720K,	heap@add=used=424153K committed=547840K,	heap@remove_end=used=341028K committed=577536K,	heap@final=used=250010K committed=577536K,
