RESULT	perlin	build	-1.0	BUILD-SENTINEL h=0
RESULT	perlin	consumers	-1.0	SKIPPED-SENTINEL (build failed — handle lane closed for synthetic probing)
SINK	perlin	0
RESULT	rtree	build	-1.0	BUILD-SENTINEL h=0
RESULT	rtree	consumers	-1.0	SKIPPED-SENTINEL (build failed — handle lane closed for synthetic probing)
SINK	rtree	0
